pair_id,id,dirn,t1,sp1,t2,ep1
1,1,-0.05,0,0,0,0
1,1,-0.05,0.0605127811431885,0,0.0605127811431885,0
1,1,-0.05,0.0615041255950928,0,0.0615041255950928,0
1,1,-0.05,0.0629923343658447,0,0.0629923343658447,0
1,1,-0.05,0.0833282470703125,0,0.0833282470703125,0
1,1,-0.05,0.101184368133545,0,0.101184368133545,0
1,1,-0.05,0.122016668319702,0,0.122016668319702,0
1,1,-0.05,0.141855955123901,0,0.141855955123901,0
1,1,-0.05,0.162688493728638,0,0.162688493728638,0
1,1,-0.05,0.18500828742981,0,0.18500828742981,0
1,1,-0.05,0.201376438140869,0,0.201376438140869,0
1,1,-0.05,0.221712350845337,0,0.221712350845337,0
1,1,-0.05,0.242544889450073,0,0.242544889450073,0
1,1,-0.05,0.259904623031616,0,0.259904623031616,0
1,1,-0.05,0.281232595443726,0,0.281232595443726,0
1,1,-0.05,0.299585103988647,0,0.299585103988647,0
1,1,-0.05,0.322400331497192,0,0.322400331497192,0
1,1,-0.05,0.346704959869385,0,0.346704959869385,0
1,1,-0.05,0.360097169876099,0,0.360097169876099,0
1,1,-0.05,0.379936933517456,0,0.379936933517456,0
1,1,-0.05,0.400273084640503,0,0.400273084640503,0
1,1,-0.05,0.42060923576355,0,0.42060923576355,0
1,1,-0.05,0.441441297531128,0,0.441441297531128,0
1,1,-0.05,0.462272644042969,0,0.462272644042969,0
1,1,-0.05,0.482113361358643,0,0.482113361358643,0
1,1,-0.05,0.501456737518311,0,0.501456737518311,0
1,1,-0.05,0.520305633544922,0,0.520305633544922,0
1,1,-0.05,0.541136503219604,0,0.541136503219604,0
1,1,-0.05,0.561472654342651,0,0.561472654342651,0
1,1,-0.05,0.580816984176636,0,0.580816984176636,0
1,1,-0.05,0.600161552429199,0,0.600161552429199,0
1,1,-0.05,0.626449346542358,0,0.626449346542358,0
1,1,-0.05,0.641825199127197,0,0.641825199127197,0
1,1,-0.05,0.660673379898071,0,0.660673379898071,0
1,1,-0.05,0.68200159072876,0,0.68200159072876,0
1,1,-0.05,0.702337741851807,0,0.702337741851807,0
1,1,-0.05,0.720193147659302,0,0.720193147659302,0
1,1,-0.05,0.74102520942688,0,0.74102520942688,0
1,1,-0.05,0.761857748031616,0,0.761857748031616,1
1,1,-0.05,0.781697750091553,0,0.781697750091553,1
1,1,-0.05,0.801538228988647,0,0.801538228988647,1
1,1,-0.05,0.821873426437378,0,0.821873426437378,1
1,1,-0.05,0.841217517852783,0,0.841217517852783,1
1,1,-0.05,0.86205005645752,0,0.86205005645752,1
1,1,-0.05,0.880402088165283,0,0.880402088165283,1
1,1,-0.05,0.900241374969482,0,0.900241374969482,1
1,1,-0.05,0.92256236076355,0,0.92256236076355,1
1,1,-0.05,0.941410303115845,0,0.941410303115845,1
1,1,-0.05,0.961746454238892,0,0.961746454238892,1
1,1,-0.05,0.982081651687622,0,0.982081651687622,1
1,1,-0.05,1.0058901309967,0,1.0058901309967,1
1,1,-0.05,1.0257306098938,0,1.0257306098938,1
1,1,-0.05,1.04556965827942,0,1.04556965827942,1
1,1,-0.05,1.06987380981445,0,1.06987380981445,1
1,1,-0.05,1.08475399017334,0,1.08475399017334,1
1,1,-0.05,1.10261011123657,0,1.10261011123657,1
1,1,-0.05,1.1264181137085,0,1.1264181137085,1
1,1,-0.05,1.14576244354248,0,1.14576244354248,1
1,1,-0.05,1.16709089279175,0,1.16709089279175,1
1,1,-0.05,1.18395471572876,0,1.18395471572876,1
1,1,-0.05,1.20230674743652,0,1.20230674743652,1
1,1,-0.05,1.24347424507141,0,1.24347424507141,1
1,1,-0.05,1.25091481208801,0,1.25091481208801,1
1,1,-0.05,1.26579570770264,0,1.26579570770264,1
1,1,-0.05,1.28464245796204,0,1.28464245796204,1
1,1,-0.05,1.30845069885254,0,1.30845069885254,1
1,1,-0.05,1.32779502868652,0,1.32779502868652,1
1,1,-0.05,1.34763479232788,0,1.34763479232788,1
1,1,-0.05,1.36648344993591,0,1.36648344993591,1
1,1,-0.05,1.3883068561554,0,1.3883068561554,1
1,1,-0.05,1.40467524528503,0,1.40467524528503,1
1,1,-0.05,1.42798709869385,0,1.42798709869385,1
1,1,-0.05,1.44435524940491,0,1.44435524940491,1
1,1,-0.05,1.46419477462769,0,1.46419477462769,1
1,1,-0.05,1.48651480674744,0,1.48651480674744,1
1,1,-0.05,1.50685095787048,0,1.50685095787048,1
1,1,-0.05,1.52669095993042,0,1.52669095993042,1
1,1,-0.05,1.54454731941223,0,1.54454731941223,1
1,1,-0.05,1.56736350059509,0,1.56736350059509,1
1,1,-0.05,1.58968353271484,0,1.58968353271484,1
1,1,-0.05,1.60555815696716,0,1.60555815696716,1
1,1,-0.05,1.62440299987793,0,1.62440299987793,1
1,1,-0.05,1.64573121070862,0,1.64573121070862,1
1,1,-0.05,1.6665632724762,0,1.6665632724762,1
1,1,-0.05,1.68739581108093,0,1.68739581108093,1
1,1,-0.05,1.70525145530701,0,1.70525145530701,1
1,1,-0.05,1.72707557678223,0,1.72707557678223,1
1,1,-0.05,1.74195551872253,0,1.74195551872253,1
1,1,-0.05,1.7667555809021,0,1.7667555809021,1
1,1,-0.05,1.78709125518799,0,1.78709125518799,1
1,1,-0.05,1.80544328689575,0,1.80544328689575,1
1,1,-0.05,1.82528400421143,0,1.82528400421143,1
1,1,-0.05,1.84413170814514,0,1.84413170814514,1
1,1,-0.05,1.86347579956055,0,1.86347579956055,1
1,1,-0.05,1.88629245758057,0,1.88629245758057,1
1,1,-0.05,1.90414786338806,0,1.90414786338806,1
1,1,-0.05,1.92547583580017,0,1.92547583580017,1
1,1,-0.05,1.94531607627869,0,1.94531607627869,1
1,1,-0.05,1.97110772132874,0,1.97110772132874,1
1,1,-0.05,2.00285267829895,0,2.00285267829895,1
1,1,-0.05,2.01326870918274,0,2.01326870918274,1
1,1,-0.05,2.02665996551514,0,2.02665996551514,1
1,1,-0.05,2.04451608657837,0,2.04451608657837,1
1,1,-0.05,2.06386041641235,0,2.06386041641235,1
1,1,-0.05,2.08469176292419,0,2.08469176292419,1
1,1,-0.05,2.10502862930298,0,2.10502862930298,1
1,1,-0.05,2.13032460212708,0,2.13032460212708,1
1,1,-0.05,2.1511561870575,0,2.1511561870575,1
1,1,-0.05,2.1640522480011,0,2.1640522480011,0
1,1,-0.05,2.18637275695801,0,2.18637275695801,0
1,1,-0.05,2.20770144462585,0,2.20770144462585,0
1,1,-0.05,2.22654891014099,0,2.22654891014099,0
1,1,-0.05,2.25134873390198,0,2.25134873390198,0
1,1,-0.05,2.26523685455322,0,2.26523685455322,0
1,1,-0.05,2.28507661819458,0,2.28507661819458,0
1,1,-0.05,2.30640459060669,0,2.30640459060669,0
1,1,-0.05,2.32723641395569,0,2.32723641395569,0
1,1,-0.05,2.34757351875305,0,2.34757351875305,0
1,1,-0.05,2.36939668655396,0,2.36939668655396,0
1,1,-0.05,2.39519000053406,0,2.39519000053406,0
1,1,-0.05,2.40957283973694,0,2.40957283973694,0
1,1,-0.05,2.42742943763733,0,2.42742943763733,0
1,1,-0.05,2.44677257537842,0,2.44677257537842,0
1,1,-0.05,2.46760487556458,0,2.46760487556458,0
1,1,-0.05,2.49141311645508,0,2.49141311645508,0
1,1,-0.05,2.51472496986389,0,2.51472496986389,0
1,1,-0.05,2.52960610389709,0,2.52960610389709,0
1,1,-0.05,2.54944491386414,0,2.54944491386414,0
1,1,-0.05,2.56581377983093,0,2.56581377983093,0
1,1,-0.05,2.58416557312012,0,2.58416557312012,0
1,1,-0.05,2.60946130752563,0,2.60946130752563,0
1,1,-0.05,2.62830972671509,0,2.62830972671509,0
1,1,-0.05,2.64566898345947,0,2.64566898345947,0
1,1,-0.05,2.66550993919373,0,2.66550993919373,0
1,1,-0.05,2.68683767318726,0,2.68683767318726,0
1,1,-0.05,2.7096540927887,0,2.7096540927887,0
1,1,-0.05,2.72800612449646,0,2.72800612449646,0
1,1,-0.05,2.74734997749329,0,2.74734997749329,0
1,1,-0.05,2.76520609855652,0,2.76520609855652,0
1,1,-0.05,2.78653454780579,0,2.78653454780579,0
1,1,-0.05,2.8088538646698,0,2.8088538646698,0
1,1,-0.05,2.8252215385437,0,2.8252215385437,0
1,1,-0.05,2.84555768966675,0,2.84555768966675,0
1,1,-0.05,2.86688566207886,0,2.86688566207886,1
1,1,-0.05,2.88622999191284,0,2.88622999191284,1
1,1,-0.05,2.90557384490967,0,2.90557384490967,1
1,1,-0.05,2.92739796638489,0,2.92739796638489,1
1,1,-0.05,2.95170331001282,0,2.95170331001282,1
1,1,-0.05,2.96856665611267,0,2.96856665611267,1
1,1,-0.05,2.9869179725647,0,2.9869179725647,1
1,1,-0.05,3.00824642181396,0,3.00824642181396,1
1,1,-0.05,3.02808618545532,0,3.02808618545532,1
1,1,-0.05,3.0509021282196,0,3.0509021282196,1
1,1,-0.05,3.07421445846558,0,3.07421445846558,1
1,1,-0.05,3.09306216239929,0,3.09306216239929,1
1,1,-0.05,3.11141419410706,0,3.11141419410706,1
1,1,-0.05,3.12728691101074,0,3.12728691101074,1
1,1,-0.05,3.14315819740295,0,3.14315819740295,1
1,1,-0.05,3.1689510345459,0,3.1689510345459,1
1,1,-0.05,3.18631100654602,0,3.18631100654602,1
1,1,-0.05,3.20863080024719,0,3.20863080024719,1
1,1,-0.05,3.22698259353638,0,3.22698259353638,1
1,1,-0.05,3.24731850624084,0,3.24731850624084,1
1,1,-0.05,3.26467847824097,0,3.26467847824097,1
1,1,-0.05,3.28997445106506,0,3.28997445106506,1
1,1,-0.05,3.31080746650696,0,3.31080746650696,1
1,1,-0.05,3.32618260383606,0,3.32618260383606,1
1,1,-0.05,3.34651875495911,0,3.34651875495911,1
1,1,-0.05,3.36586260795593,0,3.36586260795593,1
1,1,-0.05,3.38371896743774,0,3.38371896743774,1
1,1,-0.05,3.40554285049438,0,3.40554285049438,1
1,1,-0.05,3.4253830909729,0,3.4253830909729,1
1,1,-0.05,3.44472789764404,0,3.44472789764404,1
1,1,-0.05,3.46853613853455,0,3.46853613853455,1
1,1,-0.05,3.4844081401825,0,3.4844081401825,1
1,1,-0.05,3.5057361125946,0,3.5057361125946,1
1,1,-0.05,3.53251957893372,0,3.53251957893372,1
1,1,-0.05,3.54640769958496,0,3.54640769958496,1
1,1,-0.05,3.56426358222961,0,3.56426358222961,1
